TIME,BNO055_ax_world,BNO055_ay_world,BNO055_az_world,BNO055_ax_body,BNO055_ay_body,BNO055_az_body,BNO055_GX,BNO055_GY,BNO055_GZ,BNO055_MX,BNO055_MY,BNO055_MZ,Q0,Q1,Q2,Q3,MPU9250_ax_body,MPU9250_ay_body,MPU9250_az_body,MPU9250_GX,MPU9250_GY,MPU9250_GZ,MPU9250_MX,MPU9250_MY,MPU9250_MZ
2024-04-06 08:16:46.000,0.02547,0.0117,9.32987,2.04951,1.20672,-9.02167,19.104,-0.24414,-6.89697,11,2,-5,489,-11751,-11225,-2027.0,2.72949,1.28813,-8.35127,-2.01416,-5.31006,0.24414,299,-86,145
2024-04-06 08:16:46.100,-0.11938,0.05716,9.35813,2.0974,1.05349,-9.05998,20.56885,-1.34277,-7.56836,0,4,25,496,-11757,-11220,-2022.0,2.81089,1.14447,-8.38958,-1.0376,-5.37109,1.83105,301,-87,143
2024-04-06 08:16:46.200,-0.08995,0.07786,9.45578,2.14528,1.08222,-9.14618,19.53125,-0.67139,-6.89697,13,2,3,505,-11765,-11211,-2019.0,2.78216,1.12053,-8.43747,-1.70898,-5.18799,0.61035,301,-86,145
2024-04-06 08:16:46.300,0.0265,0.03482,9.16629,2.04951,1.15883,-8.85886,20.20264,-0.67139,-6.89697,-2,11,31,510,-11776,-11199,-2020.0,2.70554,1.26418,-8.15494,-0.48828,-6.22559,2.31934,299,-86,143
2024-04-06 08:16:46.400,-0.02477,-0.16922,9.46192,1.92501,1.14926,-9.19406,19.77539,0.06104,-7.56836,35,6,-44,523,-11770,-11205,-2022.0,2.61456,1.21151,-8.55718,-3.05176,-5.61523,-2.38037,301,-87,144
2024-04-06 08:16:46.500,-0.04895,-0.0697,9.38036,2.00162,1.10137,-9.09829,20.20264,-0.24414,-7.32422,-12,-5,25,528,-11764,-11212,-2016.0,2.79653,1.12053,-8.37522,0.36621,-4.88281,2.31934,301,-86,144
2024-04-06 08:16:46.600,-0.11435,0.22503,9.28312,2.27936,1.01518,-8.94506,19.53125,-1.0376,-7.56836,-4,11,-3,528,-11779,-11193,-2032.0,2.94018,1.16362,-8.131,-1.09863,-6.04248,0.0,301,-85,145
2024-04-06 08:16:46.700,0.02776,-0.09766,9.28299,1.99205,1.15883,-8.99294,19.77539,-1.34277,-6.89697,44,34,-5,555,-11767,-11204,-2035.0,2.64808,1.14926,-8.1741,-3.60107,-7.32422,1.0376,301,-87,144
2024-04-06 08:16:46.800,-0.01225,0.33237,8.01478,2.20274,0.89067,-7.66172,20.20264,-1.34277,-6.53076,41,196,222,638,-11803,-11156,-2065.0,2.92103,0.40224,-6.3688,-4.94385,-21.3623,17.45605,299,-85,144
2024-04-06 08:16:46.900,-0.64697,0.35742,8.1681,2.63372,0.01915,-7.76707,20.20264,-0.67139,-5.43213,409,597,267,1087,-11910,-10976,-2219.0,3.4382,-0.28253,-7.0392,-29.23584,-39.67285,19.40918,301,-88,143
2024-04-06 08:16:47.000,0.2308,0.11633,8.13946,2.92103,0.32562,-7.59468,21.66748,-2.13623,-5.06592,542,445,611,1806,-12069,-10708,-2206.0,3.62974,-0.13887,-7.53722,-32.53174,-25.93994,42.60254,303,-86,142
2024-04-06 08:16:47.100,0.56079,-0.06726,8.68367,3.19877,-0.03831,-8.09269,21.24023,-3.90625,-4.27246,494,137,848,2372,-12416,-10236,-1970.0,4.04635,-0.25379,-7.36962,-26.06201,-10.86426,54.19922,308,-90,142
2024-04-06 08:16:47.200,0.57846,-0.16878,9.63218,3.42862,-0.58421,-9.00252,20.99609,-5.7373,-2.13623,24,-178,710,2601,-12840,-9683,-1748.0,4.38633,0.17239,-8.99773,2.44141,9.46045,32.59277,310,-87,140
2024-04-06 08:16:47.300,0.39378,-0.68504,11.28604,3.20834,-0.89067,-10.8126,20.56885,-6.10352,-4.27246,86,-169,-316,2492,-12921,-9636,-1556.0,4.0224,-0.61773,-9.43828,-9.0332,-0.30518,-23.74268,310,-87,141
2024-04-06 08:16:47.400,0.57284,-0.47372,10.54727,3.39989,-0.51717,-9.99854,20.50781,-5.61523,-2.80762,-319,379,-238,2524,-12703,-9885,-1727.0,4.22352,-2.21232,-9.6825,31.37207,-28.13721,-1.70898,309,-85,141
2024-04-06 08:16:47.500,-1.62559,-0.10318,11.06537,3.61058,-2.11655,-10.37205,21.54541,-6.10352,-3.17383,-975,262,1138,2218,-13089,-9317,-2322.0,4.53957,-1.6329,-9.62025,53.03955,-15.74707,65.55176,310,-87,140
2024-04-06 08:16:47.600,-1.33003,-0.06566,9.93491,3.34242,-1.51319,-9.32814,20.87402,-7.8125,-2.92969,14,12,-140,2024,-13372,-8883,-2576.0,4.07987,-1.02475,-8.91633,-8.60596,-3.96729,-14.28223,311,-85,140
2024-04-06 08:16:47.700,-0.23802,-0.29344,9.68877,3.34242,-0.48843,-9.08871,20.08057,-6.71387,-3.2959,213,-228,-503,2070,-13177,-9202,-2417.0,4.27141,-0.32083,-8.89238,-12.45117,8.78906,-32.34863,309,-86,140
2024-04-06 08:16:47.800,0.07747,0.0273,10.43462,3.71593,-0.16281,-9.74954,20.50781,-5.24902,-3.2959,-3,-282,-428,1897,-12924,-9632,-2239.0,4.5252,-0.31126,-9.00252,0.30518,9.27734,-23.25439,309,-88,141
2024-04-06 08:16:47.900,-0.11391,0.13192,10.3469,3.49566,-0.04789,-9.73996,20.50781,-5.24902,-3.96729,-290,-167,-302,1608,-12790,-9869,-2210.0,4.32408,0.21549,-8.66732,15.56396,0.91553,-20.56885,308,-85,143
2024-04-06 08:16:48.000,-0.15295,0.65055,8.35106,3.27538,0.14366,-7.7096,20.50781,-4.15039,-4.76074,-309,-10,-427,1341,-12606,-10104,-2372.0,4.03677,0.03831,-6.67527,16.29639,-5.85938,-25.81787,306,-88,142
2024-04-06 08:16:48.100,1.07607,1.68948,7.24282,4.09902,1.40784,-6.13895,20.56885,-2.68555,-3.96729,-347,74,-128,1100,-12437,-10288,-2593.0,4.64492,1.34559,-5.16687,20.1416,-9.76562,-4.39453,305,-87,141
2024-04-06 08:16:48.200,-0.31547,0.09761,8.72245,2.91145,0.81406,-8.18846,20.56885,-2.68555,-4.39453,64,47,-786,940,-12283,-10437,-2786.0,3.82128,1.82445,-7.542,-13.00049,-8.23975,-58.65479,302,-87,140
2024-04-06 08:16:48.300,-0.70422,-0.23471,9.55158,2.71991,0.74702,-9.15575,20.50781,-0.97656,-5.12695,197,-84,-1018,890,-11603,-11209,-2712.0,3.23229,0.15802,-8.94985,-13.24463,0.54932,-52.97852,299,-88,143
2024-04-06 08:16:48.400,-0.30395,-1.23528,9.62952,1.49404,1.29292,-9.51011,19.71436,1.2207,-5.43213,53,-243,-756,690,-11214,-11640,-2591.0,2.35598,1.72389,-8.88759,-6.65283,6.95801,-46.875,297,-86,142
2024-04-06 08:16:48.500,0.9184,1.51159,9.18993,3.53397,2.86357,-8.17888,19.71436,1.70898,-6.53076,-403,-164,-701,373,-10788,-12056,-2563.0,4.4438,2.28415,-6.76626,20.26367,0.12207,-38.39111,296,-85,142
2024-04-06 08:16:48.600,-0.74901,1.46915,8.67499,3.62016,1.51319,-7.91072,19.04297,3.17383,-6.10352,-76,247,-550,244,-10471,-12286,-2791.0,4.29056,1.86754,-7.09188,-2.62451,-20.75195,-35.82764,293,-86,141
2024-04-06 08:16:48.700,-0.90595,-1.5937,8.85519,0.85237,0.92898,-8.95463,18.12744,4.63867,-5.85938,367,87,-1197,329,-9846,-12792,-2784.0,1.3408,1.13489,-8.25071,-28.74756,-12.69531,-72.14355,291,-83,142
2024-04-06 08:16:48.800,1.52068,-0.62911,9.15852,0.8811,3.29454,-8.65774,16.6626,6.22559,-6.89697,225,189,-777,437,-9113,-13355,-2614.0,2.09261,2.74385,-8.02565,-12.39014,-17.57812,-37.41455,288,-80,141
2024-04-06 08:16:48.900,-0.62521,0.85885,9.35651,3.13173,1.93458,-8.66732,17.08984,7.38525,-6.53076,-95,44,-158,483,-8953,-13451,-2669.0,3.96015,2.45654,-7.43666,2.19727,-8.48389,-13.97705,290,-80,141
2024-04-06 08:16:49.000,0.40073,0.16317,9.46416,2.08782,2.66245,-8.84929,15.13672,7.8125,-6.04248,210,19,-610,536,-8583,-13690,-2659.0,2.61935,3.352,-7.9203,-15.19775,-7.8125,-35.70557,288,-80,141
2024-04-06 08:16:49.100,1.39002,2.45496,9.05968,3.62016,4.45337,-7.55637,15.50293,7.50732,-6.83594,-208,404,231,649,-8419,-13761,-2785.0,4.28577,3.17004,-6.10543,11.96289,-30.39551,23.07129,290,-81,140
