TIME,BNO055_ax_world,BNO055_ay_world,BNO055_az_world,BNO055_ax_body,BNO055_ay_body,BNO055_az_body,BNO055_GX,BNO055_GY,BNO055_GZ,BNO055_MX,BNO055_MY,BNO055_MZ,Q0,Q1,Q2,Q3,MPU9250_ax_body,MPU9250_ay_body,MPU9250_az_body,MPU9250_GX,MPU9250_GY,MPU9250_GZ,MPU9250_MX,MPU9250_MY,MPU9250_MZ
2024-10-15 12:32:17.000,-1.928,-1.17563,12.57817,1.07264,-1.06306,-12.68972,-17.45605,10.43701,-20.38574,400,-394,1154,1043,-5960,15212,-640,1.94895,-1.41742,-13.12069,-23.86475,16.29639,74.27979,-2,38,133
2024-10-15 12:32:17.100,-1.41604,2.19138,9.74496,-1.70473,1.32165,-9.85489,-15.31982,11.77979,-19.59229,181,-373,430,1441,-5576,15327,-598,-2.07824,0.95771,-9.83094,-8.54492,23.55957,22.76611,0,39,131
2024-10-15 12:32:17.200,-1.00483,1.22522,9.64191,-1.57065,0.0,-9.64419,-16.35742,11.41357,-20.38574,520,-75,-894,1671,-5728,15238,-800,-0.93377,-0.46928,-9.45265,-26.30615,6.16455,-47.72949,1,40,131
2024-10-15 12:32:17.300,-2.1785,0.20431,8.40213,-0.25858,-0.44055,-8.66732,-17.45605,10.74219,-20.38574,581,-523,-673,2212,-6375,14875,-1279,-0.10056,-1.37911,-9.11745,-38.20801,37.35352,-41.25977,5,43,131
2024-10-15 12:32:17.400,-2.14322,0.89232,7.11019,-0.84279,0.03831,-7.43187,-17.76123,8.54492,-18.43262,134,-264,468,2638,-6317,14816,-1435,-0.66082,-0.22506,-8.4662,-12.87842,14.70947,28.93066,3,41,132
2024-10-15 12:32:17.500,-1.53949,-0.03716,10.63701,-1.37911,-1.35038,-10.57317,-18.12744,9.64355,-18.06641,-856,400,626,2458,-5942,15038,-976,-1.39348,-2.08782,-11.37286,49.1333,-20.1416,36.9873,2,40,131
2024-10-15 12:32:17.600,1.26263,0.97925,10.98626,-3.93621,-1.65685,-10.24755,-17.08984,11.41357,-19.104,-238,204,-38,2097,-5688,15213,-496,-3.09821,-2.15007,-10.20924,17.15088,-6.89697,2.19727,1,40,129
2024-10-15 12:32:17.700,-2.38115,0.64364,9.02579,-0.19154,0.56505,-9.33772,-16.35742,12.20703,-18.06641,400,808,-302,1746,-5820,15197,-759,0.2107,0.25379,-9.48138,-22.27783,-42.66357,-18.06641,0,41,132
2024-10-15 12:32:17.800,-1.5859,3.41197,10.11921,-1.90585,1.65685,-10.49655,-17.08984,10.74219,-19.89746,-8,149,-168,1122,-5904,15195,-1202,-1.24024,1.24982,-11.5692,-0.24414,-12.69531,-6.83594,3,39,136
2024-10-15 12:32:17.900,0.04926,-1.15787,9.76427,-0.22027,-2.45175,-9.51969,-15.99121,10.74219,-20.56885,-361,-575,-426,1304,-6253,15059,-923,0.5028,-3.42383,-9.74475,19.28711,39.00146,-22.27783,0,40,132
2024-10-15 12:32:18.000,1.40275,-2.65997,8.24222,-0.00958,-3.75424,-7.92988,-16.78467,10.00977,-19.53125,-466,-110,5,1342,-6624,14919,-431,-0.73265,-4.57788,-7.82932,28.62549,11.23047,-3.479,0,40,128
2024-10-15 12:32:18.100,-0.90588,0.32376,9.67844,-0.67998,0.11493,-9.70165,-17.45605,11.1084,-18.06641,4,-78,1437,1121,-5765,15294,-232,0.33999,-0.11014,-9.47659,2.62451,0.73242,89.66064,-2,39,132
2024-10-15 12:32:18.200,-2.36836,0.53002,8.70099,0.1245,0.93856,-8.98337,-16.35742,12.45117,-19.53125,275,-252,73,1531,-5187,15461,-374,1.35517,0.28731,-9.96023,-18.06641,18.37158,9.27734,-5,40,131
2024-10-15 12:32:18.300,1.50523,0.44826,10.5532,-2.79653,-1.82924,-10.13262,-15.86914,13.18359,-19.04297,27,382,-700,1325,-5468,15378,-556,-2.45654,-2.49964,-10.40078,-1.2207,-20.62988,-40.1001,-2,39,131
2024-10-15 12:32:18.400,0.38807,-0.66159,9.6078,-0.48843,-2.26021,-9.35687,-15.86914,12.87842,-19.40918,519,548,-260,1007,-6015,15173,-1001,-0.66082,-2.88272,-9.25631,-30.2124,-32.65381,-17.21191,0,40,133
2024-10-15 12:32:18.500,0.46829,-0.24411,6.25547,-0.22027,-1.68558,-6.04318,-15.86914,10.43701,-20.20264,44,773,641,579,-5656,15295,-1476,0.09577,-2.20274,-6.85245,-1.64795,-47.42432,38.26904,-2,35,138
2024-10-15 12:32:18.600,-0.16309,0.99616,9.465,-0.45013,-1.02475,-9.45265,-14.52637,11.77979,-22.03369,-40,-722,882,510,-5049,15498,-1579,0.37351,-1.47967,-10.11826,0.97656,42.29736,56.15234,-2,35,137
2024-10-15 12:32:18.700,0.24076,1.86013,7.88925,-2.16444,0.0,-7.81495,-13.42773,12.39014,-21.97266,-203,-982,45,1332,-4842,15556,-1101,-1.64727,-0.00958,-8.17888,10.55908,61.09619,6.10352,-3,37,135
2024-10-15 12:32:18.800,-2.94479,0.9941,8.76176,0.14366,0.67998,-9.27068,-14.16016,13.06152,-21.1792,608,-551,-6,1933,-5010,15438,-1127,0.01437,-0.09577,-9.72081,-37.35352,34.24072,2.44141,0,37,135
2024-10-15 12:32:18.900,-1.51827,-0.15173,8.14487,-0.85237,-1.29292,-8.14058,-15.86914,11.77979,-20.08057,32,-942,-274,2676,-5066,15296,-1279,-0.02873,-1.78614,-9.3473,-3.11279,58.22754,-13.3667,0,41,131
2024-10-15 12:32:19.000,-1.06853,-0.50423,10.50493,-1.8867,-2.2219,-10.16135,-17.33398,11.41357,-18.9209,-295,13,233,2867,-5233,15222,-1058,-1.70952,-2.86357,-11.09034,18.43262,0.61035,15.31982,0,40,130
2024-10-15 12:32:19.100,-0.14927,-0.06001,11.4299,-2.86357,-2.17401,-10.85091,-17.33398,11.1084,-18.79883,-182,631,-8,2590,-5200,15298,-818,-2.14049,-2.46612,-10.42951,10.00977,-37.8418,0.06104,-1,40,131
2024-10-15 12:32:19.200,-0.90891,1.94846,8.45817,-1.93458,0.30647,-8.50451,-16.96777,11.77979,-18.79883,200,1140,-3,1919,-5023,15431,-1190,-1.45094,0.15323,-8.69126,-9.8877,-69.2749,-2.19727,0,37,134
