TIME,BNO055_ax_world,BNO055_ay_world,BNO055_az_world,BNO055_ax_body,BNO055_ay_body,BNO055_az_body,BNO055_GX,BNO055_GY,BNO055_GZ,BNO055_MX,BNO055_MY,BNO055_MZ,Q0,Q1,Q2,Q3,MPU9250_ax_body,MPU9250_ay_body,MPU9250_az_body,MPU9250_GX,MPU9250_GY,MPU9250_GZ,MPU9250_MX,MPU9250_MY,MPU9250_MZ
2024-05-14 15:24:46.000,1.53808,0.15685,9.67876,3.54354,4.95139,-7.68087,-7.99561,1.0376,-20.20264,-119,450,-677,-5951,-13859,6398,166,3.26581,5.07589,-8.47099,8.97217,-26.55029,-41.87012,-402,21,-81
2024-05-14 15:24:46.100,-0.44042,0.32194,9.54538,2.03036,6.18684,-7.0009,-6.53076,1.83105,-20.20264,53,142,-130,-6076,-13978,6010,43,1.61375,6.22515,-8.04959,-2.50244,-8.42285,-9.76562,-402,18,-82
2024-05-14 15:24:46.200,-1.64237,-0.17135,9.22758,1.35038,7.02963,-6.05276,-6.10352,0.73242,-22.03369,-241,-94,-49,-6152,-13961,5972,80,0.95293,7.36962,-7.01047,14.09912,6.83594,-3.96729,-401,18,-82
2024-05-14 15:24:46.300,-0.95915,-0.28171,9.01052,1.77177,6.75189,-5.7846,-6.89697,0.73242,-20.99609,-910,-550,513,-6351,-13736,6263,442,1.39348,7.13019,-5.54517,50.84229,37.53662,30.88379,-406,20,-82
2024-05-14 15:24:46.400,1.0753,-0.49728,8.16173,3.07426,5.35363,-5.46855,-8.30078,2.92969,-20.56885,-499,-621,253,-6769,-13342,6620,885,3.07426,5.80375,-6.3305,30.27344,39.18457,14.83154,-407,24,-83
2024-05-14 15:24:46.500,2.28841,-1.25956,10.95625,4.6928,6.51246,-7.90115,-9.76562,4.63867,-19.04297,1146,-377,-7,-6306,-13364,6978,1172,4.51563,7.59947,-7.46539,-66.52832,24.41406,-2.74658,-404,26,-83
2024-05-14 15:24:46.600,-1.67103,-0.58852,9.993,1.43657,8.15973,-5.86121,-9.76562,2.50244,-20.99609,-782,562,-479,-6325,-13455,6793,1111,1.14926,8.83013,-6.06233,47.60742,-30.57861,-26.9165,-406,25,-84
2024-05-14 15:24:46.700,0.01497,2.03956,6.99702,0.0,4.3576,-5.84206,-9.46045,2.92969,-20.20264,-186,27,-2,-6712,-13456,6399,1171,-0.46449,4.02719,-6.17726,15.01465,-0.30518,-2.44141,-406,23,-82
2024-05-14 15:24:46.800,0.12302,0.13846,9.41335,2.08782,6.69443,-6.28261,-9.76562,3.2959,-19.40918,123,-380,685,-6721,-13219,6861,1211,1.94895,7.73355,-5.94741,-4.45557,25.81787,41.44287,-407,21,-84
2024-05-14 15:24:46.900,-0.16793,-2.41657,10.54428,4.33845,8.10227,-5.70798,-10.13184,3.96729,-19.40918,-110,-274,326,-6462,-13157,7245,1041,4.34803,10.49655,-5.48771,4.02832,18.61572,22.52197,-406,24,-86
2024-05-14 15:24:47.000,0.3045,3.46589,6.30102,-1.09179,3.24665,-6.3305,-10.43701,3.60107,-20.56885,871,-290,-1169,-6678,-13344,6629,1360,-1.61854,2.54273,-9.40955,-40.34424,8.97217,-75.01221,-403,25,-86
2024-05-14 15:24:47.100,2.40911,2.10838,10.07626,0.59378,4.20437,-9.6825,-11.90186,2.19727,-20.56885,1303,-1430,1058,-5418,-13519,7230,2009,0.2921,4.50605,-7.88199,-75.62256,93.56689,59.44824,-403,31,-88
2024-05-14 15:24:47.200,3.27284,-4.4666,8.73933,6.56035,5.09504,-6.16768,-14.03809,2.19727,-17.57812,-877,292,-327,-5800,-12889,7969,2269,7.21638,8.51408,-4.48689,56.09131,-8.8501,-7.50732,-408,29,-88
2024-05-14 15:24:47.300,-0.25684,0.36335,8.93364,0.74702,6.83808,-5.71756,-13.3667,3.96729,-17.94434,-2090,124,152,-6595,-12924,7249,2318,0.41182,7.293,-6.92907,124.69482,-6.46973,7.56836,-410,28,-88
2024-05-14 15:24:47.400,0.12719,2.25751,5.56261,-0.90983,3.65847,-4.67365,-12.93945,6.10352,-18.31055,-32,716,-274,-6901,-12875,7063,2271,-1.3408,3.29454,-4.42943,0.73242,-39.97803,-17.8833,-409,28,-87
2024-05-14 15:24:47.500,-0.3717,0.23936,11.68113,1.98247,8.94506,-7.25948,-11.47461,6.10352,-19.04297,622,19,945,-6873,-12915,7178,1694,1.52756,9.51011,-8.76309,-39.36768,-3.479,53.71094,-410,25,-85
2024-05-14 15:24:47.600,-0.70605,-0.40828,11.07705,2.31767,8.56197,-6.68485,-11.23047,4.27246,-20.20264,-199,-82,-231,-6614,-12945,7401,1534,1.91064,9.25631,-7.86763,11.04736,4.76074,-14.83154,-409,25,-85
2024-05-14 15:24:47.700,-0.81705,0.48068,8.90647,0.67998,7.0009,-5.54517,-11.23047,4.27246,-19.40918,-463,-299,-211,-6669,-13013,7148,1877,0.18675,6.81893,-6.71837,25.02441,17.27295,-16.6626,-407,27,-88
2024-05-14 15:24:47.800,0.97668,-0.98551,7.38664,2.56668,5.21955,-4.75984,-11.90186,5.06592,-19.40918,-220,-495,630,-6641,-12821,7445,2125,2.57146,5.52123,-5.70319,9.70459,31.00586,35.52246,-409,28,-88
2024-05-14 15:24:47.900,2.6472,-1.89812,8.61447,4.64492,4.96096,-6.21557,-12.69531,6.53076,-19.04297,1110,583,-72,-6441,-12802,7722,1847,4.70238,5.66967,-7.02484,-65.24658,-34.30176,-4.63867,-408,29,-87
2024-05-14 15:24:48.000,-0.95274,0.12486,12.23494,2.00162,8.95463,-8.15015,-11.90186,4.27246,-18.73779,63,1166,-1006,-6269,-13239,7237,1216,0.73265,9.37124,-8.18846,8.48389,-81.29883,-69.64111,-406,25,-85
2024-05-14 15:24:48.100,1.08083,2.21304,7.87723,1.25461,4.0224,-7.09667,-10.13184,3.96729,-20.56885,262,1080,-607,-6642,-13661,6112,580,1.43657,1.79093,-9.06477,-6.46973,-52.4292,-15.80811,-404,21,-83
2024-05-14 15:24:48.200,-0.86973,-2.85901,10.88246,4.47253,8.83013,-5.42067,-7.20215,2.92969,-21.24023,8,56,549,-6411,-13683,6333,57,4.64492,12.19171,-4.59703,7.08008,-7.38525,4.3335,-404,19,-81
2024-05-14 15:24:48.300,-0.92553,0.934,9.0364,1.40784,6.2443,-6.51246,-6.04248,1.70898,-21.3623,14,916,-1265,-6603,-13930,5547,-196,0.44055,6.15332,-7.71918,2.86865,-45.59326,-79.1626,-403,19,-81
2024-05-14 15:24:48.400,-1.45599,-0.64226,7.63742,0.91941,6.35923,-4.42464,-4.57764,2.44141,-20.69092,454,-25,-628,-6580,-14307,4518,-195,0.48843,5.99529,-5.89473,-6.22559,14.28223,-21.54541,-402,14,-80
2024-05-14 15:24:48.500,0.85109,0.72072,8.1747,2.30809,4.83646,-6.27303,-3.78418,0.97656,-20.26367,446,280,-23,-6490,-14400,4350,-213,2.15007,5.6984,-7.01047,-30.2124,-13.12256,2.99072,-403,15,-78
2024-05-14 15:24:48.600,-0.52319,0.62137,11.1794,1.95374,7.05836,-8.48535,-3.479,0.24414,-20.38574,994,502,-472,-6022,-14635,4214,-464,1.65685,8.40874,-10.52529,-52.18506,-40.03906,-37.59766,-400,16,-79
2024-05-14 15:24:48.700,-1.80461,-2.19701,10.56285,1.62812,8.9259,-6.11022,-3.11279,-1.2207,-20.38574,-687,-421,-90,-5918,-14766,3896,-441,1.32165,9.06477,-6.91949,42.17529,21.72852,-9.58252,-398,13,-81
2024-05-14 15:24:48.800,0.9767,0.92806,7.62867,1.81966,4.45337,-6.07191,-3.479,0.18311,-21.48438,-663,-595,54,-6505,-14508,3951,124,1.79093,3.57706,-5.93304,30.33447,34.60693,8.66699,-403,18,-81
2024-05-14 15:24:48.900,1.92304,-2.19346,8.98502,4.2331,6.74231,-5.08547,-5.24902,1.2207,-21.1792,4,-340,506,-6538,-14385,4314,378,3.87875,8.51887,-5.54517,17.27295,18.43262,35.94971,-403,18,-79
2024-05-14 15:24:49.000,1.26167,0.37684,10.56192,2.90188,6.50288,-7.91072,-5.24902,1.2207,-21.85059,903,490,-497,-6354,-14492,4245,121,2.03514,6.94822,-9.97939,-60.4248,-22.2168,-32.40967,-403,17,-80
2024-05-14 15:24:49.100,-1.49113,-1.74004,10.50124,1.45573,8.8014,-5.99529,-4.15039,-0.06104,-20.38574,-458,314,91,-6240,-14598,4048,-21,1.66164,9.86925,-4.97054,29.41895,-36.37695,-4.82178,-402,16,-80
2024-05-14 15:24:49.200,1.67458,0.41079,7.08057,2.8923,4.06071,-5.31532,-3.479,0.54932,-21.54541,-30,297,-65,-6587,-14551,3632,-360,2.55231,3.96973,-5.89473,-3.17383,-14.52637,3.96729,-401,15,-80
2024-05-14 15:24:49.300,-0.45152,-0.38892,8.93085,2.07824,6.59866,-5.67925,-2.44141,0.18311,-22.70508,151,347,212,-6584,-14518,3713,-738,1.56108,7.66651,-6.16768,-12.51221,-23.25439,1.34277,-400,13,-77
2024-05-14 15:24:49.400,-1.16862,0.92533,11.23032,1.94416,7.2499,-8.48535,-0.54932,-0.06104,-21.54541,1088,548,15,-6237,-14725,3335,-1255,1.47009,8.131,-12.35452,-55.23682,-16.05225,13.48877,-402,10,-80
2024-05-14 15:24:49.500,0.01472,-2.01087,9.41927,3.57228,7.36483,-5.07589,-1.64795,-0.06104,-20.75195,-826,66,-21,-6327,-14585,3798,-1123,3.52439,6.97216,-5.13814,58.65479,-7.56836,-5.12695,-402,14,-79
2024-05-14 15:24:49.600,1.97599,1.62078,7.19473,3.37116,3.39989,-5.94741,-0.97656,1.2207,-21.48438,87,269,-505,-6915,-14403,3472,-1059,3.01201,2.63372,-7.07751,-26.12305,-11.04736,-23.01025,-401,13,-78
2024-05-14 15:24:49.700,-0.79213,-0.45475,9.6155,2.29852,7.13498,-6.09107,-0.24414,0.18311,-21.1792,235,-253,516,-6532,-14528,3681,-1080,1.96332,8.55239,-4.94181,-24.29199,2.01416,15.31982,-402,10,-77
2024-05-14 15:24:49.800,-1.05607,-0.87743,10.3467,2.71033,7.51806,-6.71358,-0.24414,-0.85449,-20.75195,645,258,248,-6072,-14738,3458,-1552,2.31288,8.94027,-8.39437,-23.13232,-2.56348,21.85059,-400,11,-80
2024-05-14 15:24:49.900,-0.48156,1.84879,13.28867,3.28496,7.63299,-10.54444,-0.24414,-1.52588,-20.01953,-710,393,-833,-6242,-14688,3388,-1499,2.90666,6.84287,-14.2077,49.74365,-13.30566,-49.07227,-402,11,-79
2024-05-14 15:24:50.000,-2.04091,-2.34726,9.96896,1.24503,9.51969,-4.1086,-1.64795,0.85449,-21.48438,-2000,-1322,-523,-7115,-14346,3435,-453,1.02954,9.20364,-3.50524,114.68506,76.35498,-35.70557,-405,15,-79
2024-05-14 15:24:50.100,2.73574,1.40054,5.9111,2.79653,3.62974,-4.83646,-4.08936,3.41797,-21.97266,-1354,-258,-575,-8122,-13857,3179,581,2.59541,2.03036,-6.32092,67.93213,24.16992,-24.04785,-408,17,-80
2024-05-14 15:24:50.200,1.33227,0.41728,8.60445,2.06866,6.87639,-4.94181,-5.5542,5.24902,-21.54541,-492,-535,747,-8253,-13661,3575,962,1.88191,7.80059,-3.1844,23.4375,16.78467,41.01562,-411,19,-84
2024-05-14 15:24:50.300,2.13499,0.80989,10.11246,3.17961,7.24032,-6.704,-5.12695,5.85938,-21.97266,1216,345,134,-7837,-13867,3793,589,3.14609,10.79823,-7.05836,-78.79639,-32.83691,-18.18848,-406,16,-81
2024-05-14 15:24:50.400,-1.85809,-1.02655,11.72039,0.41182,10.4774,-5.65052,-4.39453,4.76074,-21.1792,-408,799,-628,-7486,-14236,3114,202,-0.33041,9.51969,-6.81414,32.16553,-52.73438,-38.39111,-405,15,-80
2024-05-14 15:24:50.500,-0.66345,1.62116,7.89729,0.06704,5.99529,-5.43024,-2.31934,2.99072,-20.38574,-948,-466,342,-7926,-14081,2705,116,-0.40703,5.84685,-3.91227,40.71045,23.92578,22.2168,-407,15,-81
2024-05-14 15:24:50.600,0.69069,1.13938,7.99439,1.71431,6.16768,-4.97054,-2.99072,3.2959,-21.1792,-440,16,520,-8331,-13766,3086,110,2.54752,6.84287,-5.65531,-2.01416,-2.56348,26.48926,-407,14,-82
2024-05-14 15:24:50.700,0.5273,-1.37858,11.06599,3.21792,9.31857,-5.2387,-2.62451,4.76074,-22.64404,1341,336,-16,-7623,-14142,3205,-231,2.65766,12.00974,-4.98012,-65.7959,-24.10889,-7.8125,-403,13,-80
2024-05-14 15:24:50.800,-0.03693,-0.05483,10.47971,2.30809,8.3417,-5.9091,-2.62451,2.19727,-21.48438,-247,1078,-359,-7579,-14270,2623,-698,1.9681,8.48056,-6.73274,24.96338,-56.21338,-18.31055,-402,11,-79
2024-05-14 15:24:50.900,0.79619,2.61011,8.64111,2.35598,5.41109,-6.87639,0.97656,1.95312,-21.48438,182,192,-546,-7761,-14260,1919,-1087,1.45094,4.11339,-8.48535,-8.97217,-0.18311,-21.60645,-408,7,-81
2024-05-14 15:24:51.000,-2.30722,-2.51255,8.63713,0.11493,8.82055,-2.90188,1.64795,3.66211,-21.1792,-237,-867,85,-7448,-14398,2226,-836,0.29689,9.60109,-1.86276,18.49365,44.00635,-11.71875,-403,11,-81
2024-05-14 15:24:51.100,1.23159,1.06331,8.2754,2.32725,5.68883,-5.77502,-0.18311,2.19727,-21.1792,27,-219,-307,-7464,-14427,2096,-435,1.98247,4.80294,-6.98174,-15.56396,18.61572,-16.8457,-406,10,-80
2024-05-14 15:24:51.200,-0.44682,0.15895,7.37729,0.56505,5.93783,-4.36718,-1.15967,1.95312,-21.85059,-340,179,-146,-7494,-14392,2268,-124,0.31126,5.94741,-5.2387,17.51709,-12.87842,-14.64844,-405,12,-77
2024-05-14 15:24:51.300,0.73832,2.04151,9.5156,1.65685,6.50288,-7.08709,-1.52588,2.62451,-21.1792,390,564,-368,-7671,-14327,2064,-238,1.42221,7.2068,-8.37043,-35.7666,-33.38623,-31.00586,-404,11,-78
2024-05-14 15:24:51.400,-0.27974,-3.94971,11.79146,1.94416,11.37765,-4.63534,-0.85449,1.95312,-20.75195,403,-101,130,-6858,-14770,1769,-349,1.79572,13.48941,-2.93061,-0.12207,-5.43213,-0.18311,-401,12,-80
