TIME,BNO055_ax_world,BNO055_ay_world,BNO055_az_world,BNO055_ax_body,BNO055_ay_body,BNO055_az_body,BNO055_GX,BNO055_GY,BNO055_GZ,BNO055_MX,BNO055_MY,BNO055_MZ,Q0,Q1,Q2,Q3,MPU9250_ax_body,MPU9250_ay_body,MPU9250_az_body,MPU9250_GX,MPU9250_GY,MPU9250_GZ,MPU9250_MX,MPU9250_MY,MPU9250_MZ
2024-06-02 15:05:10.000,-0.56847,-0.27515,9.40064,4.07029,1.61854,-8.3417,17.76123,14.03809,-4.15039,-21,9,143,2416,-6212,-14624,-3185,3.84523,1.96332,-8.92111,-2.2583,-2.99072,7.56836,230,-45,-115
2024-06-02 15:05:10.100,0.23429,-0.00279,9.29977,3.76382,2.20274,-8.21719,18.12744,13.24463,-4.57764,197,113,-8,2553,-6229,-14613,-3095,3.5196,2.50442,-8.97379,-11.35254,-6.10352,-2.2583,228,-46,-112
2024-06-02 15:05:10.200,0.72057,0.49172,9.63488,4.00325,2.82526,-8.3417,18.12744,13.24463,-5.24902,51,131,-11,2703,-6176,-14623,-3026,3.79255,2.95934,-9.38082,0.67139,-6.53076,0.61035,231,-45,-112
2024-06-02 15:05:10.300,0.02764,-0.41897,9.31145,3.79255,1.75262,-8.33212,18.12744,13.24463,-4.94385,-94,-33,5,2695,-6179,-14604,-3116,3.62974,1.77656,-9.12702,5.85938,2.38037,0.36621,229,-45,-112
2024-06-02 15:05:10.400,-0.11063,-0.65881,9.43879,3.7734,1.52277,-8.54282,18.43262,12.93945,-4.15039,59,-65,-42,2678,-6185,-14606,-3108,3.54833,2.19317,-8.71999,-5.12695,5.00488,-3.11279,230,-45,-115
2024-06-02 15:05:10.500,0.18998,0.10982,9.72845,4.19479,2.18359,-8.50451,17.45605,12.93945,-4.45557,107,64,115,2736,-6187,-14613,-3021,4.14212,2.35598,-9.72559,-3.35693,-1.70898,6.40869,230,-46,-113
2024-06-02 15:05:10.600,0.28168,-0.12359,8.9713,3.66805,1.90585,-7.96819,18.12744,13.24463,-4.15039,1,-112,61,2742,-6261,-14585,-2999,3.45735,2.62893,-9.22758,-1.2207,9.33838,0.67139,230,-46,-113
2024-06-02 15:05:10.700,0.68388,0.10374,9.52538,3.64889,2.46133,-8.47578,18.79883,12.93945,-3.78418,19,-43,-207,2651,-6157,-14659,-2934,3.36637,2.19796,-9.3042,2.0752,3.2959,-11.1084,229,-45,-112
2024-06-02 15:05:10.800,-0.31473,-0.16131,9.29103,4.0224,1.60896,-8.22677,18.12744,13.67188,-4.94385,-136,9,217,2584,-6209,-14633,-3016,3.90269,1.81966,-8.86844,7.44629,0.18311,12.69531,230,-45,-114
2024-06-02 15:05:10.900,-0.19109,-0.14516,9.37309,4.05113,1.64727,-8.29381,18.43262,12.93945,-4.45557,109,53,41,2650,-6307,-14583,-2994,3.81649,1.86754,-8.93548,-7.08008,-2.31934,1.2207,231,-47,-114
2024-06-02 15:05:11.000,0.44617,0.35608,9.36405,4.01283,2.30809,-8.15973,18.24951,12.57324,-4.15039,105,20,-33,2753,-6301,-14584,-2907,3.7734,2.69597,-9.15575,-4.57764,1.64795,-4.63867,230,-45,-113
2024-06-02 15:05:11.100,0.56749,-0.00155,9.46376,3.6872,2.2219,-8.44704,18.9209,12.69531,-4.88281,-36,-26,-88,2705,-6216,-14631,-2899,3.33764,1.97768,-9.10308,3.78418,2.19727,-4.27246,229,-46,-113
2024-06-02 15:05:11.200,-0.04292,-0.33218,9.17914,3.75424,1.56108,-8.23635,18.24951,12.93945,-4.45557,-70,-71,49,2674,-6243,-14615,-2950,3.59622,1.60896,-8.95463,3.35693,6.65283,2.56348,231,-47,-112
2024-06-02 15:05:11.300,-0.18331,0.27154,9.6846,4.46295,1.89628,-8.38958,17.57812,12.57324,-3.78418,6,128,95,2697,-6309,-14586,-2933,4.24268,2.21711,-9.20364,0.61035,-6.16455,4.76074,230,-46,-112
